TIME,Temperature (C),Humidity (%),Precipitation (l/m^2),Wind Speed (m/s),Electricity Consumption (MWh)
2015-01-05 14:00:00,30.134149169921898,0.017346958,0.0020341873,31.06287521780421,1413.9896
2015-01-05 15:00:00,29.686303710937523,0.01733172,0.00033295155,31.20403158109642,1378.7528
2015-01-05 16:00:00,28.865380859375023,0.01747666,4.6014786e-05,30.362114780034933,1292.2593
2015-01-05 17:00:00,27.7099548339844,0.017659597,0.0017676353,28.425178466880794,1178.1032
2015-01-05 18:00:00,26.5783630371094,0.017873012,0.013908386,25.637960399137334,1188.0149
2015-01-05 19:00:00,26.146783447265648,0.017910928,0.020965576,25.18592179647752,1207.7648
2015-01-05 20:00:00,25.962915039062523,0.017758124,0.018501282,25.34703503486342,1156.6583
2015-01-05 21:00:00,25.801293945312523,0.017574856,0.015335083,25.237235760828806,1114.1973
2015-01-05 22:00:00,25.669702148437523,0.017460309,0.016242981,26.45164660572753,1066.7578
2015-01-05 23:00:00,25.566674804687523,0.017429728,0.018333435,27.770919486329777,1002.3568
2015-01-06 00:00:00,25.507684326171898,0.01745259,0.021240234,28.490073183821963,931.5394
2015-01-06 01:00:00,25.441033935546898,0.017628072,0.024032593,28.399832389229484,914.6895
2015-01-06 02:00:00,25.431298828125023,0.017818786,0.027275085,28.25437363518437,890.8448
2015-01-06 03:00:00,25.472039794921898,0.01789508,0.026924133,28.24805103161917,869.0447
2015-01-06 04:00:00,25.488549804687523,0.017910404,0.024055481,27.32543769618496,852.4821
2015-01-06 05:00:00,25.467370605468773,0.017857125,0.017730713,26.221677871197706,891.2575
2015-01-06 06:00:00,25.447137451171898,0.017834324,0.007946014,24.548523650674685,895.6612
2015-01-06 07:00:00,26.025689697265648,0.017979385,0.0053138733,25.555737568230157,1006.3031
2015-01-06 08:00:00,27.034143066406276,0.017727705,0.0059223175,28.88359963510192,1183.9851
2015-01-06 09:00:00,27.991479492187523,0.017575268,0.002486229,30.005888826325616,1311.9373
2015-01-06 10:00:00,28.865075683593773,0.017544882,0.003211975,30.080409024481,1384.2441
2015-01-06 11:00:00,29.625939941406276,0.017499143,0.0015454292,29.614177648927985,1401.9173
2015-01-06 12:00:00,30.1357360839844,0.0173923,0.0023832321,28.911448371256466,1415.6382
2015-01-06 13:00:00,30.376519775390648,0.017277837,0.0009715557,28.283985990757927,1437.47
2015-01-06 14:00:00,30.245874023437523,0.01717868,0.001159668,28.078217341250493,1430.0527
2015-01-06 15:00:00,29.758691406250023,0.017087191,0.0006225109,28.22404795444074,1383.4537
2015-01-06 16:00:00,28.830987548828148,0.017056752,0.0052776337,28.413503096294285,1325.206
2015-01-06 17:00:00,27.583764648437523,0.017064454,0.014862061,27.575161413444874,1166.9817
2015-01-06 18:00:00,26.408288574218773,0.017186578,0.013988495,24.819032699830856,1163.0865
2015-01-06 19:00:00,25.886865234375023,0.017117966,0.010757446,22.971654392263048,1197.1559
2015-01-06 20:00:00,25.617333984375023,0.016812848,0.014537811,22.256551975428746,1155.743
2015-01-06 21:00:00,25.347985839843773,0.016736602,0.010547638,20.589454633133045,1116.5382
2015-01-06 22:00:00,25.129937744140648,0.016843444,0.008846283,19.99690714000582,1086.2051
2015-01-06 23:00:00,24.966882324218773,0.01688923,0.00869751,20.053285248746107,1030.0292
2015-01-07 00:00:00,24.8991638183594,0.016858714,0.011878967,20.375055747862767,979.6728
2015-01-07 01:00:00,24.863244628906276,0.016942648,0.015155792,20.15655441267221,940.4568
2015-01-07 02:00:00,24.865563964843773,0.017057115,0.018218994,20.10857966630883,908.5931
2015-01-07 03:00:00,24.900903320312523,0.017171584,0.018592834,20.34752638120871,886.4675
2015-01-07 04:00:00,24.922998046875023,0.017308928,0.017074585,19.85254355788632,876.4283
2015-01-07 05:00:00,24.925805664062523,0.017430961,0.01493454,19.130799255743973,892.4143
2015-01-07 06:00:00,24.961938476562523,0.017514825,0.011806488,18.543832499105537,907.9188
2015-01-07 07:00:00,25.743676757812523,0.017644504,0.0048446655,21.083527601148685,1010.5448
2015-01-07 08:00:00,26.809533691406276,0.017537711,0.00843811,24.148700939803746,1164.6559
2015-01-07 09:00:00,27.824060058593773,0.017453894,0.013923645,25.09453125,1293.9383
2015-01-07 10:00:00,28.6806579589844,0.017400831,0.023902893,26.148832113469958,1366.6676
2015-01-07 11:00:00,29.295526123046898,0.017286764,0.030136108,27.072350572629333,1390.9173
2015-01-07 12:00:00,29.638574218750023,0.017202938,0.033676147,27.774516197406573,1383.5812
2015-01-07 13:00:00,29.744348144531276,0.017157197,0.02596283,28.70079080907713,1407.7425
2015-01-07 14:00:00,29.552117919921898,0.017134307,0.015838623,29.857418070194203,1408.6819
2015-01-07 15:00:00,29.049035644531276,0.017035102,0.0058612823,30.9101987137172,1362.4042
2015-01-07 16:00:00,28.234277343750023,0.016935943,0.0067539215,30.790726055667413,1286.8121
2015-01-07 17:00:00,27.190026855468773,0.01697418,0.00765419,29.14787705086368,1179.9351
2015-01-07 18:00:00,26.209313964843773,0.017241376,0.012123108,25.855957985626684,1182.7732
2015-01-07 19:00:00,25.8620544433594,0.017371407,0.0233078,23.610036067329204,1206.2524
2015-01-07 20:00:00,25.734887695312523,0.017280355,0.029045105,22.612292297320348,1143.2591
2015-01-07 21:00:00,25.6079040527344,0.017219942,0.027015686,21.65592811246171,1138.631
2015-01-07 22:00:00,25.467858886718773,0.017243452,0.022712708,20.94058178987017,1095.4537
2015-01-07 23:00:00,25.298608398437523,0.017404111,0.020309448,19.599330330132418,1044.1697
2015-01-08 00:00:00,25.158502197265648,0.017534073,0.020561218,19.100394183979517,985.8912
2015-01-08 01:00:00,25.050805664062523,0.017603036,0.021621704,19.64667076270444,962.4068
2015-01-08 02:00:00,24.949822998046898,0.017626144,0.03037262,20.34497017150177,928.1036
2015-01-08 03:00:00,24.8298278808594,0.017725559,0.035980225,20.432017658103536,917.9997
2015-01-08 04:00:00,24.778253173828148,0.017733486,0.04032898,21.20864995434038,910.9537
2015-01-08 05:00:00,24.770562744140648,0.017671969,0.03161621,21.66956875346017,928.724
2015-01-08 06:00:00,24.816094970703148,0.017580254,0.020881653,22.168428478162504,931.4314
2015-01-08 07:00:00,25.585260009765648,0.017474439,0.015411377,26.073727558575666,1033.7357
2015-01-08 08:00:00,26.614923095703148,0.017108373,0.024963379,31.430189278712643,1186.5044
2015-01-08 09:00:00,27.571801757812523,0.016818518,0.026473999,33.5215004137678,1275.112
2015-01-08 10:00:00,28.399377441406276,0.016772827,0.025772095,33.81695312057807,1348.951
2015-01-08 11:00:00,29.004724121093773,0.016818667,0.031982422,33.33870283087379,1365.6284
2015-01-08 12:00:00,29.328637695312523,0.016870817,0.048721313,32.32258053816997,1343.4717
2015-01-08 13:00:00,29.372705078125023,0.016870128,0.06506348,31.3659326103278,1371.5959
